,FP,TP
0,0.0,0.00012029351617947793
1,0.00011943150603129105,0.00012029351617947793
2,0.00011943150603129105,0.00024058703235895585
3,0.00035829451809387314,0.00024058703235895585
4,0.00035829451809387314,0.0010826416456153013
5,0.0005971575301564553,0.0010826416456153013
6,0.0005971575301564553,0.0012029351617947792
7,0.0008360205422190374,0.0012029351617947792
8,0.0008360205422190374,0.001684109226512691
9,0.0010748835542816195,0.001684109226512691
10,0.0010748835542816195,0.001804402742692169
11,0.0013137465663442015,0.001804402742692169
12,0.0013137465663442015,0.0019246962588716468
13,0.0016720410844380748,0.0019246962588716468
14,0.0016720410844380748,0.002044989775051125
15,0.0019109040965006568,0.002044989775051125
16,0.0019109040965006568,0.0022855768074100807
17,0.002030335602531948,0.0022855768074100807
18,0.002030335602531948,0.0024058703235895584
19,0.002149767108563239,0.0024058703235895584
20,0.002149767108563239,0.0025261638397690365
21,0.00226919861459453,0.0025261638397690365
22,0.00226919861459453,0.002646457355948514
23,0.002627493132688403,0.002646457355948514
24,0.002627493132688403,0.0031276314206664262
25,0.002866356144750985,0.0031276314206664262
26,0.002866356144750985,0.003247924936845904
27,0.0029857876507822763,0.003247924936845904
28,0.0029857876507822763,0.003368218453025382
29,0.0031052191568135675,0.003368218453025382
30,0.0031052191568135675,0.003969686033922772
31,0.0032246506628448583,0.003969686033922772
32,0.0032246506628448583,0.004330566582461205
33,0.003463513674907441,0.004330566582461205
34,0.003463513674907441,0.004691447130999639
35,0.0035829451809387316,0.004691447130999639
36,0.0035829451809387316,0.005172621195717551
37,0.003702376686970023,0.005172621195717551
38,0.003702376686970023,0.005292914711897028
39,0.0038218081930013136,0.005292914711897028
40,0.0038218081930013136,0.0054132082280765065
41,0.003941239699032604,0.0054132082280765065
42,0.003941239699032604,0.005533501744255985
43,0.004180102711095187,0.005533501744255985
44,0.004180102711095187,0.00577408877661494
45,0.004299534217126478,0.00577408877661494
46,0.004299534217126478,0.005894382292794418
47,0.004418965723157769,0.005894382292794418
48,0.004418965723157769,0.006134969325153374
49,0.00453839722918906,0.006134969325153374
50,0.00453839722918906,0.0062552628413328525
51,0.004657828735220351,0.0062552628413328525
52,0.004657828735220351,0.00637555635751233
53,0.004777260241251642,0.00637555635751233
54,0.004777260241251642,0.006495849873691808
55,0.004896691747282933,0.006495849873691808
56,0.004896691747282933,0.0069770239384097195
57,0.005374417771408097,0.0069770239384097195
58,0.005374417771408097,0.007097317454589198
59,0.005493849277439389,0.007097317454589198
60,0.005493849277439389,0.007337904486948154
61,0.00561328078347068,0.007337904486948154
62,0.00561328078347068,0.007458198003127631
63,0.005852143795533261,0.007458198003127631
64,0.005852143795533261,0.007819078551666065
65,0.005971575301564553,0.007819078551666065
66,0.005971575301564553,0.008420546132563454
67,0.006091006807595844,0.008420546132563454
68,0.006091006807595844,0.00866113316492241
69,0.006329869819658426,0.00866113316492241
70,0.006329869819658426,0.008781426681101889
71,0.006568732831721008,0.008781426681101889
72,0.006568732831721008,0.009022013713460845
73,0.007046458855846172,0.009022013713460845
74,0.007046458855846172,0.009262600745819801
75,0.007165890361877463,0.009262600745819801
76,0.007165890361877463,0.009382894261999277
77,0.007285321867908754,0.009382894261999277
78,0.007285321867908754,0.00986406832671719
79,0.007524184879971337,0.00986406832671719
80,0.007524184879971337,0.010104655359076146
81,0.007882479398065209,0.010104655359076146
82,0.007882479398065209,0.010465535907614579
83,0.0080019109040965,0.010465535907614579
84,0.0080019109040965,0.011187297004691447
85,0.008479636928221665,0.011187297004691447
86,0.008479636928221665,0.01154817755322988
87,0.008837931446315539,0.01154817755322988
88,0.008837931446315539,0.011668471069409358
