,FP,TP
0,0.0,0.0
1,0.00011943150603129105,0.0
2,0.0002388630120625821,0.0
3,0.0002388630120625821,0.00036088054853843375
4,0.00035829451809387314,0.00036088054853843375
5,0.00035829451809387314,0.0004811740647179117
6,0.0005971575301564553,0.0004811740647179117
7,0.0005971575301564553,0.0006014675808973896
8,0.0007165890361877463,0.0006014675808973896
9,0.0007165890361877463,0.0007217610970768675
10,0.0009554520482503284,0.0007217610970768675
11,0.0009554520482503284,0.0008420546132563455
12,0.0011943150603129105,0.0008420546132563455
13,0.0011943150603129105,0.0010826416456153013
14,0.0013137465663442015,0.0010826416456153013
15,0.0013137465663442015,0.0012029351617947792
16,0.0017914725904693658,0.0012029351617947792
17,0.0017914725904693658,0.001323228677974257
18,0.002030335602531948,0.001323228677974257
19,0.002030335602531948,0.0015638157103332131
20,0.002149767108563239,0.0015638157103332131
21,0.002149767108563239,0.0021652832912306026
22,0.00226919861459453,0.0021652832912306026
23,0.00226919861459453,0.0022855768074100807
24,0.002388630120625821,0.0022855768074100807
25,0.002388630120625821,0.0024058703235895584
26,0.0025080616266571123,0.0024058703235895584
27,0.0025080616266571123,0.0025261638397690365
28,0.002627493132688403,0.0025261638397690365
29,0.002627493132688403,0.003247924936845904
30,0.0027469246387196943,0.003247924936845904
31,0.0027469246387196943,0.003608805485384338
32,0.0029857876507822763,0.003608805485384338
33,0.0029857876507822763,0.003969686033922772
34,0.0031052191568135675,0.003969686033922772
35,0.0031052191568135675,0.00408997955010225
36,0.0032246506628448583,0.00408997955010225
37,0.0032246506628448583,0.004210273066281727
38,0.0033440821688761496,0.004210273066281727
39,0.0033440821688761496,0.004811740647179117
40,0.003463513674907441,0.004811740647179117
41,0.003463513674907441,0.005052327679538073
42,0.003702376686970023,0.005052327679538073
43,0.003702376686970023,0.005172621195717551
44,0.003941239699032604,0.005172621195717551
45,0.003941239699032604,0.005533501744255985
46,0.004060671205063896,0.005533501744255985
47,0.004060671205063896,0.00577408877661494
48,0.004180102711095187,0.00577408877661494
49,0.004180102711095187,0.006014675808973896
