,FP,TP
0,0.0,0.0
1,0.00011943150603129105,0.0
2,0.00011943150603129105,0.00012029351617947793
3,0.0002388630120625821,0.00012029351617947793
4,0.0002388630120625821,0.0009623481294358234
5,0.00035829451809387314,0.0009623481294358234
6,0.00035829451809387314,0.0010826416456153013
7,0.0004777260241251642,0.0010826416456153013
8,0.0004777260241251642,0.001323228677974257
9,0.0007165890361877463,0.001323228677974257
10,0.0007165890361877463,0.001443522194153735
11,0.0008360205422190374,0.001443522194153735
12,0.0008360205422190374,0.0015638157103332131
13,0.0019109040965006568,0.0015638157103332131
14,0.0019109040965006568,0.001804402742692169
15,0.002030335602531948,0.001804402742692169
16,0.002030335602531948,0.0019246962588716468
17,0.002149767108563239,0.0019246962588716468
18,0.002149767108563239,0.0022855768074100807
19,0.00226919861459453,0.0022855768074100807
20,0.00226919861459453,0.003007337904486948
21,0.002388630120625821,0.003007337904486948
22,0.002388630120625821,0.003368218453025382
23,0.0025080616266571123,0.003368218453025382
24,0.0025080616266571123,0.0038493925177432936
25,0.002627493132688403,0.0038493925177432936
26,0.002627493132688403,0.003969686033922772
27,0.0027469246387196943,0.003969686033922772
28,0.0027469246387196943,0.00408997955010225
29,0.002866356144750985,0.00408997955010225
30,0.002866356144750985,0.0045711536148201615
31,0.0029857876507822763,0.0045711536148201615
32,0.0029857876507822763,0.004691447130999639
33,0.0033440821688761496,0.004691447130999639
34,0.0033440821688761496,0.005052327679538073
35,0.003463513674907441,0.005052327679538073
36,0.003463513674907441,0.0054132082280765065
37,0.003702376686970023,0.0054132082280765065
38,0.003702376686970023,0.00577408877661494
39,0.003941239699032604,0.00577408877661494
40,0.003941239699032604,0.006134969325153374
41,0.004180102711095187,0.006134969325153374
42,0.004180102711095187,0.0062552628413328525
43,0.004299534217126478,0.0062552628413328525
44,0.004299534217126478,0.006495849873691808
45,0.004418965723157769,0.006495849873691808
46,0.004418965723157769,0.006736436906050764
47,0.00453839722918906,0.006736436906050764
48,0.00453839722918906,0.007097317454589198
49,0.004657828735220351,0.007097317454589198
50,0.004657828735220351,0.007217610970768676
